quarteryear,quarter,sea_surface_temperature,wave_height,min_sea_surface_temperature,min_wave_height,max_sea_surface_temperature,max_wave_height,date,Area
1995,4,NaN,0.8603983356161435,Inf,0.8603983356161435,-Inf,0.8603983356161435,1995-09-16T12:00:00Z,Boston Harbor Islands
1996,1,4.4969230623512,1.1944252339548598,4.4969230623512,1.1944252339548598,4.4969230623512,1.1944252339548598,1996-01-15T18:00:00Z,Boston Harbor Islands
1996,2,5.595509834329696,0.8956761815222167,5.595509834329696,0.8956761815222167,5.595509834329696,0.8956761815222167,1996-04-15T23:00:00Z,Boston Harbor Islands
1996,3,16.768071117026082,0.46794356703615714,16.768071117026082,0.46794356703615714,16.768071117026082,0.46794356703615714,1996-07-16T23:00:00Z,Boston Harbor Islands
1996,4,13.267621146424752,1.1343205253529907,13.267621146424752,1.1343205253529907,13.267621146424752,1.1343205253529907,1996-09-16T20:00:00Z,Boston Harbor Islands
1997,1,5.2470420203136126,1.1152479522464709,5.2470420203136126,1.1152479522464709,5.2470420203136126,1.1152479522464709,1997-01-14T23:00:00Z,Boston Harbor Islands
1997,2,4.643965980387602,0.9702117647213094,4.643965980387602,0.9702117647213094,4.643965980387602,0.9702117647213094,1997-04-15T23:00:00Z,Boston Harbor Islands
1997,3,NaN,0.7152217451978651,Inf,0.7152217451978651,-Inf,0.7152217451978651,1997-06-19T11:00:00Z,Boston Harbor Islands
1997,4,9.841071416934332,1.0725744032478404,9.841071416934332,1.0725744032478404,9.841071416934332,1.0725744032478404,1996-11-15T23:00:00Z,Boston Harbor Islands
1998,1,5.3021276682544825,1.4200946956901161,5.3021276682544825,1.4200946956901161,5.3021276682544825,1.4200946956901161,1998-01-14T23:00:00Z,Boston Harbor Islands
1998,2,6.492515405847358,0.9823649282986519,6.492515405847358,0.9823649282986519,6.492515405847358,0.9823649282986519,1998-04-15T11:00:00Z,Boston Harbor Islands
1998,3,15.361698174619653,0.4990522421128321,15.361698174619653,0.4990522421128321,15.361698174619653,0.4990522421128321,1998-07-16T23:00:00Z,Boston Harbor Islands
1998,4,12.935740828704024,0.8020233657612676,12.935740828704024,0.8020233657612676,12.935740828704024,0.8020233657612676,1998-09-21T23:00:00Z,Boston Harbor Islands
1999,1,4.707943930692762,1.0309099427670743,4.707943930692762,1.0309099427670743,4.707943930692762,1.0309099427670743,1999-01-14T23:00:00Z,Boston Harbor Islands
1999,2,6.22222734671609,0.86635944605011,6.22222734671609,0.86635944605011,6.22222734671609,0.86635944605011,1999-04-15T23:00:00Z,Boston Harbor Islands
1999,3,16.883607258208812,0.4994751374352154,16.883607258208812,0.4994751374352154,16.883607258208812,0.4994751374352154,1999-07-16T23:00:00Z,Boston Harbor Islands
1999,4,12.598845769163644,0.7950715263785445,12.598845769163644,0.7950715263785445,12.598845769163644,0.7950715263785445,1999-09-16T11:00:00Z,Boston Harbor Islands
2e3,1,4.902712645914363,1.0628300132286002,4.902712645914363,1.0628300132286002,4.902712645914363,1.0628300132286002,2000-01-15T11:00:00Z,Boston Harbor Islands
2e3,2,6.133729410999654,1.0179058064199442,6.133729410999654,1.0179058064199442,6.133729410999654,1.0179058064199442,2000-04-15T23:00:00Z,Boston Harbor Islands
2e3,3,16.43352989709096,0.6289332726572082,16.43352989709096,0.6289332726572082,16.43352989709096,0.6289332726572082,2000-07-16T23:00:00Z,Boston Harbor Islands
2e3,4,13.571145138772977,0.8385706180310425,13.571145138772977,0.8385706180310425,13.571145138772977,0.8385706180310425,2000-09-25T00:00:00Z,Boston Harbor Islands
2001,1,4.933518775149413,0.9516945205760312,4.933518775149413,0.9516945205760312,4.933518775149413,0.9516945205760312,2001-01-14T23:00:00Z,Boston Harbor Islands
2001,2,6.519779712796047,1.0394573652181678,6.519779712796047,1.0394573652181678,6.519779712796047,1.0394573652181678,2001-04-15T23:00:00Z,Boston Harbor Islands
2001,3,17.36249427622408,0.4654561954292989,17.36249427622408,0.4654561954292989,17.36249427622408,0.4654561954292989,2001-07-16T23:00:00Z,Boston Harbor Islands
2001,4,12.948987100225347,0.910782687393451,12.948987100225347,0.910782687393451,12.948987100225347,0.910782687393451,2001-09-16T11:00:00Z,Boston Harbor Islands
2002,1,6.162628637841085,0.9029765246339807,6.162628637841085,0.9029765246339807,6.162628637841085,0.9029765246339807,2002-01-14T23:00:00Z,Boston Harbor Islands
2002,2,7.101043097394394,0.8535497045711772,7.101043097394394,0.8535497045711772,7.101043097394394,0.8535497045711772,2002-04-15T23:00:00Z,Boston Harbor Islands
2002,3,17.437261097641617,0.6320802908404356,17.437261097641617,0.6320802908404356,17.437261097641617,0.6320802908404356,2002-07-16T23:00:00Z,Boston Harbor Islands
2002,4,13.671329944187521,0.8814193537707702,13.671329944187521,0.8814193537707702,13.671329944187521,0.8814193537707702,2002-09-16T11:00:00Z,Boston Harbor Islands
2003,1,4.831024814555731,1.241559849685088,4.831024814555731,1.241559849685088,4.831024814555731,1.241559849685088,2003-01-14T23:00:00Z,Boston Harbor Islands
2003,2,5.29326660422654,0.983102189438132,5.29326660422654,0.983102189438132,5.29326660422654,0.983102189438132,2003-04-15T23:00:00Z,Boston Harbor Islands
2003,3,16.679764006834496,0.4676430513718581,16.679764006834496,0.4676430513718581,16.679764006834496,0.4676430513718581,2003-07-17T00:00:00Z,Boston Harbor Islands
2003,4,13.497138895194103,0.9426076887326419,13.497138895194103,0.9426076887326419,13.497138895194103,0.9426076887326419,2003-09-16T11:00:00Z,Boston Harbor Islands
2004,1,4.090616364487839,1.082348555569491,4.090616364487839,1.082348555569491,4.090616364487839,1.082348555569491,2004-01-15T09:00:00Z,Boston Harbor Islands
2004,2,5.739489288347473,0.9968234204707359,5.739489288347473,0.9968234204707359,5.739489288347473,0.9968234204707359,2004-04-15T19:00:00Z,Boston Harbor Islands
2004,3,16.540915210915735,0.5294008166869554,16.540915210915735,0.5294008166869554,16.540915210915735,0.5294008166869554,2004-07-16T23:00:00Z,Boston Harbor Islands
2004,4,13.129578734928872,1.0746950922428824,13.129578734928872,1.0746950922428824,13.129578734928872,1.0746950922428824,2004-09-16T11:00:00Z,Boston Harbor Islands
2005,1,4.95868655021767,1.417353354062289,4.95868655021767,1.417353354062289,4.95868655021767,1.417353354062289,2005-01-14T21:00:00Z,Boston Harbor Islands
2005,2,5.596415431403062,1.1985879623365623,5.596415431403062,1.1985879623365623,5.596415431403062,1.1985879623365623,2005-04-16T00:00:00Z,Boston Harbor Islands
2005,3,17.278209176113638,0.5423632169386436,17.278209176113638,0.5423632169386436,17.278209176113638,0.5423632169386436,2005-07-16T19:00:00Z,Boston Harbor Islands
2005,4,12.896171592258439,1.0863433850959392,12.896171592258439,1.0863433850959392,12.896171592258439,1.0863433850959392,2005-09-16T08:00:00Z,Boston Harbor Islands
2006,1,5.384748139265758,1.1168079085493716,5.384748139265758,1.1168079085493716,5.384748139265758,1.1168079085493716,2006-01-14T22:00:00Z,Boston Harbor Islands
2006,2,6.60041303326089,1.027261029011296,6.60041303326089,1.027261029011296,6.60041303326089,1.027261029011296,2006-04-15T23:00:00Z,Boston Harbor Islands
2006,3,16.990382771331173,0.5592104050937389,16.990382771331173,0.5592104050937389,16.990382771331173,0.5592104050937389,2006-07-17T00:00:00Z,Boston Harbor Islands
2006,4,13.360791548462545,0.9018101845695464,13.360791548462545,0.9018101845695464,13.360791548462545,0.9018101845695464,2006-09-16T12:00:00Z,Boston Harbor Islands
2007,1,6.236708890983771,0.8986036666315601,6.236708890983771,0.8986036666315601,6.236708890983771,0.8986036666315601,2007-01-14T18:00:00Z,Boston Harbor Islands
2007,2,6.601151557190525,1.04488919726947,6.601151557190525,1.04488919726947,6.601151557190525,1.04488919726947,2007-04-16T03:00:00Z,Boston Harbor Islands
2007,3,17.249403607079742,0.5573737361529094,17.249403607079742,0.5573737361529094,17.249403607079742,0.5573737361529094,2007-07-17T01:00:00Z,Boston Harbor Islands
2007,4,13.71315909109767,0.7764420857559331,13.71315909109767,0.7764420857559331,13.71315909109767,0.7764420857559331,2007-09-16T12:00:00Z,Boston Harbor Islands
2008,1,4.742757662203761,1.178134014470292,4.742757662203761,1.178134014470292,4.742757662203761,1.178134014470292,2008-01-15T10:00:00Z,Boston Harbor Islands
2008,2,6.5268930673271,1.0608167966830329,6.5268930673271,1.0608167966830329,6.5268930673271,1.0608167966830329,2008-04-16T03:50:00Z,Boston Harbor Islands
2008,3,18.221818144538187,0.5480155811587897,18.221818144538187,0.5480155811587897,18.221818144538187,0.5480155811587897,2008-07-17T00:50:00Z,Boston Harbor Islands
2008,4,13.509907823114352,1.0528339521893766,13.509907823114352,1.0528339521893766,13.509907823114352,1.0528339521893766,2008-09-16T11:50:00Z,Boston Harbor Islands
2009,1,4.784597377875325,1.1254186254530893,4.784597377875325,1.1254186254530893,4.784597377875325,1.1254186254530893,2009-01-15T09:50:00Z,Boston Harbor Islands
2009,2,6.429465095346231,0.9666241450841986,6.429465095346231,0.9666241450841986,6.429465095346231,0.9666241450841986,2009-04-16T00:50:00Z,Boston Harbor Islands
2009,3,17.150907438160502,0.6772001815736429,17.150907438160502,0.6772001815736429,17.150907438160502,0.6772001815736429,2009-07-17T00:50:00Z,Boston Harbor Islands
2009,4,13.39926571997003,1.0529533911119917,13.39926571997003,1.0529533911119917,13.39926571997003,1.0529533911119917,2009-09-16T12:50:00Z,Boston Harbor Islands
2010,1,5.494731948092268,1.4040378250269743,5.494731948092268,1.4040378250269743,5.494731948092268,1.4040378250269743,2010-01-15T01:50:00Z,Boston Harbor Islands
2010,2,6.996932852148443,1.0696170213770992,6.996932852148443,1.0696170213770992,6.996932852148443,1.0696170213770992,2010-04-09T12:50:00Z,Boston Harbor Islands
2010,3,19.023514840272394,0.6157071954725546,19.023514840272394,0.6157071954725546,19.023514840272394,0.6157071954725546,2010-07-29T07:50:00Z,Boston Harbor Islands
2010,4,14.064040306779807,1.0014574704567591,14.064040306779807,1.0014574704567591,14.064040306779807,1.0014574704567591,2010-09-16T11:50:00Z,Boston Harbor Islands
2011,1,5.426447433252586,1.2664229177046111,5.426447433252586,1.2664229177046111,5.426447433252586,1.2664229177046111,2011-01-14T23:50:00Z,Boston Harbor Islands
2011,2,6.546805612955581,1.1235513158013992,6.546805612955581,1.1235513158013992,6.546805612955581,1.1235513158013992,2011-04-16T00:50:00Z,Boston Harbor Islands
2011,3,17.145081978026635,0.6936780811274705,17.145081978026635,0.6936780811274705,17.145081978026635,0.6936780811274705,2011-08-01T11:50:00Z,Boston Harbor Islands
2011,4,14.056029352995301,1.0597094096298367,14.056029352995301,1.0597094096298367,14.056029352995301,1.0597094096298367,2011-09-16T12:50:00Z,Boston Harbor Islands
2012,1,8.606702916202662,0.8889523811283566,8.606702916202662,0.8889523811283566,8.606702916202662,0.8889523811283566,2011-12-16T14:50:00Z,Boston Harbor Islands
2012,3,20.234385487215082,0.39986568110913057,20.234385487215082,0.39986568110913057,20.234385487215082,0.39986568110913057,2012-07-31T22:50:00Z,Boston Harbor Islands
2012,4,13.760265793087939,0.856145354791475,13.760265793087939,0.856145354791475,13.760265793087939,0.856145354791475,2012-09-16T11:50:00Z,Boston Harbor Islands
2013,1,6.762669132960716,1.146981409187711,6.762669132960716,1.146981409187711,6.762669132960716,1.146981409187711,2013-01-15T00:50:00Z,Boston Harbor Islands
2013,2,7.232560256005635,1.0705707647338545,7.232560256005635,1.0705707647338545,7.232560256005635,1.0705707647338545,2013-04-15T23:50:00Z,Boston Harbor Islands
2013,3,18.166365255570827,0.48576014476750995,18.166365255570827,0.48576014476750995,18.166365255570827,0.48576014476750995,2013-07-28T03:50:00Z,Boston Harbor Islands
2013,4,14.044837070638403,0.8133981084184987,14.044837070638403,0.8133981084184987,14.044837070638403,0.8133981084184987,2013-09-16T11:50:00Z,Boston Harbor Islands
2014,1,5.061278364955412,1.003018163654712,5.061278364955412,1.003018163654712,5.061278364955412,1.003018163654712,2014-01-14T23:50:00Z,Boston Harbor Islands
2014,2,5.9157369477948905,0.9884074406052674,5.9157369477948905,0.9884074406052674,5.9157369477948905,0.9884074406052674,2014-04-16T00:50:00Z,Boston Harbor Islands
2014,3,17.2093834915922,0.5608257705890007,17.2093834915922,0.5608257705890007,17.2093834915922,0.5608257705890007,2014-07-17T00:50:00Z,Boston Harbor Islands
2014,4,14.013027522760794,0.8993801634187432,14.013027522760794,0.8993801634187432,14.013027522760794,0.8993801634187432,2014-09-16T11:50:00Z,Boston Harbor Islands
2015,1,5.602320194244385,1.3636755741193045,5.602320194244385,1.3636755741193045,5.602320194244385,1.3636755741193045,2015-01-14T23:50:00Z,Boston Harbor Islands
2015,2,5.920326674157608,0.7681173247239871,5.920326674157608,0.7681173247239871,5.920326674157608,0.7681173247239871,2015-04-16T00:50:00Z,Boston Harbor Islands
2015,3,17.60883551071713,0.6050838991898257,17.60883551071713,0.6050838991898257,17.60883551071713,0.6050838991898257,2015-07-16T23:50:00Z,Boston Harbor Islands
2015,4,14.319174300202535,0.9506036852396303,14.319174300202535,0.9506036852396303,14.319174300202535,0.9506036852396303,2015-09-16T09:50:00Z,Boston Harbor Islands
2016,1,7.007695837300467,1.1847129063180242,7.007695837300467,1.1847129063180242,7.007695837300467,1.1847129063180242,2016-01-15T11:50:00Z,Boston Harbor Islands
2016,2,7.4436760935813755,0.9595079716150744,7.4436760935813755,0.9595079716150744,7.4436760935813755,0.9595079716150744,2016-04-15T18:50:00Z,Boston Harbor Islands
2016,3,18.52316907472404,0.4823399344686537,18.52316907472404,0.4823399344686537,18.52316907472404,0.4823399344686537,2016-07-16T17:50:00Z,Boston Harbor Islands
2016,4,15.097909896804518,0.9910548305395146,15.097909896804518,0.9910548305395146,15.097909896804518,0.9910548305395146,2016-09-16T04:50:00Z,Boston Harbor Islands
2017,1,7.484098296503696,1.1208808516248487,7.484098296503696,1.1208808516248487,7.484098296503696,1.1208808516248487,2017-01-14T23:50:00Z,Boston Harbor Islands
2017,2,7.3563075506884745,1.044544197769894,7.3563075506884745,1.044544197769894,7.3563075506884745,1.044544197769894,2017-04-15T11:50:00Z,Boston Harbor Islands
2017,3,17.473626378691677,0.603321116525156,17.473626378691677,0.603321116525156,17.473626378691677,0.603321116525156,2017-07-16T22:50:00Z,Boston Harbor Islands
2017,4,15.000597706937242,0.9155678163588732,15.000597706937242,0.9155678163588732,15.000597706937242,0.9155678163588732,2017-09-16T16:50:00Z,Boston Harbor Islands
2004,1,3.2338160771895454,0.9904011494738922,3.2338160771895454,0.9904011494738922,3.2338160771895454,0.9904011494738922,2004-01-30T18:00:00Z,Salem Sound
2004,2,4.247427153868181,1.100148884678449,4.247427153868181,1.100148884678449,4.247427153868181,1.100148884678449,2004-04-12T16:00:00Z,Salem Sound
2004,3,17.556089994609586,0.6421803701924135,17.556089994609586,0.6421803701924135,17.556089994609586,0.6421803701924135,2004-07-26T00:00:00Z,Salem Sound
2004,4,15.086649901120229,1.0173693096758343,15.086649901120229,1.0173693096758343,15.086649901120229,1.0173693096758343,2004-10-01T12:00:00Z,Salem Sound
2005,1,4.79849198867868,1.3605802910418257,4.79849198867868,1.3605802910418257,4.79849198867868,1.3605802910418257,2005-01-15T05:00:00Z,Salem Sound
2005,2,5.594387008133103,1.2481608646773368,5.594387008133103,1.2481608646773368,5.594387008133103,1.2481608646773368,2005-04-13T09:00:00Z,Salem Sound
2005,3,17.31982024119728,0.6021842417171878,17.31982024119728,0.6021842417171878,17.31982024119728,0.6021842417171878,2005-07-16T06:00:00Z,Salem Sound
2005,4,12.609027370437328,1.1486342074017697,12.609027370437328,1.1486342074017697,12.609027370437328,1.1486342074017697,2005-09-24T14:00:00Z,Salem Sound
2006,1,5.536790128166293,1.1581637735032562,5.536790128166293,1.1581637735032562,5.536790128166293,1.1581637735032562,2006-01-17T13:00:00Z,Salem Sound
2006,2,6.613740810576608,1.0433440826548404,6.613740810576608,1.0433440826548404,6.613740810576608,1.0433440826548404,2006-04-16T01:00:00Z,Salem Sound
2006,3,16.85967003370402,0.628604228828099,16.85967003370402,0.628604228828099,16.85967003370402,0.628604228828099,2006-07-17T07:00:00Z,Salem Sound
2006,4,13.55665275439323,0.9441314579700361,13.55665275439323,0.9441314579700361,13.55665275439323,0.9441314579700361,2006-09-16T01:00:00Z,Salem Sound
2007,1,6.550904892879406,0.9698360689350816,6.550904892879406,0.9698360689350816,6.550904892879406,0.9698360689350816,2007-01-14T23:00:00Z,Salem Sound
2007,2,6.551320048933396,1.089776512439116,6.551320048933396,1.089776512439116,6.551320048933396,1.089776512439116,2007-04-16T05:00:00Z,Salem Sound
2007,3,16.81252417619731,0.6302347470756987,16.81252417619731,0.6302347470756987,16.81252417619731,0.6302347470756987,2007-07-17T19:00:00Z,Salem Sound
2007,4,13.499493182037787,0.8284067118099151,13.499493182037787,0.8284067118099151,13.499493182037787,0.8284067118099151,2007-09-14T16:00:00Z,Salem Sound
2008,1,4.843439968194904,1.1924308609689167,4.843439968194904,1.1924308609689167,4.843439968194904,1.1924308609689167,2008-01-15T21:00:00Z,Salem Sound
2008,2,6.547255257674563,1.0893427246053453,6.547255257674563,1.0893427246053453,6.547255257674563,1.0893427246053453,2008-04-15T17:04:00Z,Salem Sound
2008,3,15.284929579076632,0.5498575551642312,15.284929579076632,0.5498575551642312,15.284929579076632,0.5498575551642312,2008-06-16T02:04:00Z,Salem Sound
2008,4,9.769241940523376,1.2055374616908716,9.769241940523376,1.2055374616908716,9.769241940523376,1.2055374616908716,2007-11-15T07:00:00Z,Salem Sound
2011,1,4.0548226988907405,1.0052398542196548,4.0548226988907405,1.0052398542196548,4.0548226988907405,1.0052398542196548,2011-01-30T11:04:00Z,Salem Sound
2011,2,6.607671343625484,1.1734750459759105,6.607671343625484,1.1734750459759105,6.607671343625484,1.1734750459759105,2011-04-16T00:04:00Z,Salem Sound
2011,3,16.773127152747715,0.7405405444398326,16.773127152747715,0.7405405444398326,16.773127152747715,0.7405405444398326,2011-08-01T14:04:00Z,Salem Sound
2011,4,15.993630166249732,0.943702159601114,15.993630166249732,0.943702159601114,15.993630166249732,0.943702159601114,2011-10-01T10:04:00Z,Salem Sound
2012,1,7.1169837858726694,0.9592452856307885,7.1169837858726694,0.9592452856307885,7.1169837858726694,0.9592452856307885,2012-01-15T05:04:00Z,Salem Sound
2012,2,8.605056944523422,0.9196313397297936,8.605056944523422,0.9196313397297936,8.605056944523422,0.9196313397297936,2012-04-15T20:04:00Z,Salem Sound
2012,3,18.420833334542703,0.6341575148921365,18.420833334542703,0.6341575148921365,18.420833334542703,0.6341575148921365,2012-07-16T23:04:00Z,Salem Sound
2012,4,14.102599826253114,0.9857417220715657,14.102599826253114,0.9857417220715657,14.102599826253114,0.9857417220715657,2012-09-15T21:04:00Z,Salem Sound
2013,1,6.957442827220281,1.2701772180388244,6.957442827220281,1.2701772180388244,6.957442827220281,1.2701772180388244,2013-01-14T17:04:00Z,Salem Sound
2013,2,7.181822337619551,1.1791384336425916,7.181822337619551,1.1791384336425916,7.181822337619551,1.1791384336425916,2013-04-16T06:04:00Z,Salem Sound
2013,3,18.089558418452903,0.5724617584289419,18.089558418452903,0.5724617584289419,18.089558418452903,0.5724617584289419,2013-07-17T01:04:00Z,Salem Sound
2013,4,14.204201306002291,0.9370967756666992,14.204201306002291,0.9370967756666992,14.204201306002291,0.9370967756666992,2013-09-16T17:04:00Z,Salem Sound
2014,1,5.128385906206212,1.0635050577602538,5.128385906206212,1.0635050577602538,5.128385906206212,1.0635050577602538,2014-01-14T22:04:00Z,Salem Sound
2014,2,5.853933600091349,1.063820757144043,5.853933600091349,1.063820757144043,5.853933600091349,1.063820757144043,2014-04-16T03:04:00Z,Salem Sound
2014,3,16.75013761870358,0.6380687133100371,16.75013761870358,0.6380687133100371,16.75013761870358,0.6380687133100371,2014-07-17T04:04:00Z,Salem Sound
2014,4,13.988535950855656,0.9500711940204186,13.988535950855656,0.9500711940204186,13.988535950855656,0.9500711940204186,2014-09-16T07:04:00Z,Salem Sound
2015,1,5.699907026086946,1.367504931956941,5.699907026086946,1.367504931956941,5.699907026086946,1.367504931956941,2015-01-14T22:04:00Z,Salem Sound
2015,2,5.7017939218218,0.8782325613325418,5.7017939218218,0.8782325613325418,5.7017939218218,0.8782325613325418,2015-04-15T16:04:00Z,Salem Sound
2015,3,16.930027526491163,0.6841908361522309,16.930027526491163,0.6841908361522309,16.930027526491163,0.6841908361522309,2015-07-17T10:04:00Z,Salem Sound
2015,4,14.36612902511003,1.0111223996185057,14.36612902511003,1.0111223996185057,14.36612902511003,1.0111223996185057,2015-09-17T03:04:00Z,Salem Sound
